Date,IGE,EWA,EWC
8/15/2011,35.024647,23.809999,29.690001
8/16/2011,34.367065,23.32,29.26
8/17/2011,34.548759,23.73,29.440001
8/18/2011,32.601986,22.610001,28.23
8/19/2011,32.091496,22.33,27.799999
8/22/2011,32.004982,22.360001,27.9
8/23/2011,33.138439,23.389999,28.620001
8/24/2011,33.242252,23.280001,28.76
8/25/2011,32.66256,22.9,28.52
8/26/2011,33.372044,23.469999,28.700001
8/29/2011,34.28054,24.139999,29.290001
8/30/2011,34.566067,24.120001,29.549999
8/31/2011,34.773727,24.34,29.889999
9/1/2011,34.522816,24.09,29.85
9/2/2011,33.770039,23.48,29.32
9/6/2011,33.467228,22.940001,28.969999
9/7/2011,34.58337,23.83,29.540001
9/8/2011,34.29784,23.32,29.34
9/9/2011,33.155743,22.58,28.440001
9/12/2011,33,22.24,27.99
9/13/2011,33.181694,22.290001,28.26
9/14/2011,33.501827,22.09,28.32
9/15/2011,34.05558,22.48,28.889999
9/16/2011,33.995018,22.66,28.68
9/19/2011,33.415306,22.02,28.1
9/20/2011,33.216309,21.889999,28.08
9/21/2011,31.849245,21.09,27.08
9/22/2011,29.902468,19.93,25.639999
9/23/2011,29.391972,20.07,25.43
9/26/2011,30.388426,20.6,26.030001
9/27/2011,30.831106,21.24,26.52
9/28/2011,29.589882,20.67,25.76
9/29/2011,29.815552,20.75,25.92
9/30/2011,29.043041,20.059999,25.49
10/3/2011,27.940685,19.4,24.559999
10/4/2011,28.600368,19.84,24.360001
10/5/2011,29.763468,20.41,25.42
10/6/2011,30.518635,21.299999,26.190001
10/7/2011,29.971798,21.43,25.75
10/10/2011,31.36059,22.42,26.780001
10/11/2011,31.351908,22.370001,26.59
10/12/2011,31.673061,22.77,27.200001
10/13/2011,31.551544,22.85,26.83
10/14/2011,32.775402,23.32,27.51
10/17/2011,32.054977,22.68,26.809999
10/18/2011,32.983734,23.02,27.25
10/19/2011,32.341419,22.6,26.67
10/20/2011,32.488972,22.540001,26.74
10/21/2011,33.148643,23.02,27.23
10/24/2011,33.86039,23.76,27.84
10/25/2011,33.21809,23.120001,27.35
10/26/2011,33.895126,23.450001,27.860001
10/27/2011,35.422794,25.16,28.950001
10/28/2011,35.796032,24.870001,28.99
10/31/2011,34.259678,23.74,28.24
11/1/2011,33.192047,22.860001,27.32
11/2/2011,34.164196,23.139999,27.68
11/3/2011,35.084274,23.620001,28.389999
11/4/2011,35.058231,23.51,28.049999
11/7/2011,35.344677,23.67,28.24
11/8/2011,35.752621,23.969999,28.41
11/9/2011,34.146839,22.76,27.290001
11/10/2011,34.554798,23.129999,27.309999
11/11/2011,35.309944,23.799999,27.879999
11/14/2011,34.884636,23.24,27.58
11/15/2011,34.893318,23.290001,27.42
11/16/2011,34.433277,22.780001,27.280001
11/17/2011,33.443764,22.299999,26.559999
11/18/2011,33.270164,22.26,26.6
11/21/2011,32.619175,21.57,25.99
11/22/2011,32.428211,21.58,26.01
11/23/2011,31.334538,20.82,25.26
11/25/2011,31.091509,20.700001,24.959999
11/28/2011,32.237263,21.629999,25.74
11/29/2011,32.697277,21.889999,26.139999
11/30/2011,34.658951,23.26,27.459999
12/1/2011,34.476681,23.040001,27.4
12/2/2011,34.34647,23.309999,27.190001
12/5/2011,34.676308,23.690001,27.41
12/6/2011,34.754425,23.4,27.42
12/7/2011,34.511391,23.530001,27.58
12/8/2011,33.383007,22.76,26.75
12/9/2011,34.155525,23.15,27.110001
12/12/2011,33.226768,22.440001,26.549999
12/13/2011,32.697277,22.17,26.030001
12/14/2011,31.699095,21.870001,25.43
12/15/2011,31.560221,21.889999,25.440001
12/16/2011,32.002899,21.889999,25.76
12/19/2011,31.265102,21.360001,25.4
12/20/2011,32.497654,21.459999,25.620001
12/21/2011,32.810135,21.469999,25.860001
12/22/2011,33.177994,21.67,26.280001
12/23/2011,33.404648,21.790001,26.4
12/27/2011,33.343628,21.75,26.309999
12/28/2011,32.602669,21.110001,25.9
12/29/2011,32.994926,21.450001,26.190001
12/30/2011,33.125694,21.440001,26.6
1/3/2012,34.189205,22.08,27.4
1/4/2012,34.337399,22.34,27.35
1/5/2012,34.136913,22.049999,27.18
1/6/2012,33.945118,21.76,26.9
1/9/2012,34.058449,21.83,26.98
1/10/2012,34.503025,22.25,27.33
1/11/2012,34.163059,22.379999,27.200001
1/12/2012,34.023571,22.48,27.34
1/13/2012,33.709755,22.299999,27.129999
1/17/2012,33.857948,22.48,27.290001
1/18/2012,34.450726,22.879999,27.629999
1/19/2012,34.511745,22.84,27.790001
1/20/2012,34.433292,22.940001,27.75
1/23/2012,34.84301,23.02,28.24
1/24/2012,34.668648,22.84,27.860001
1/25/2012,35.392193,23.43,28.35
1/26/2012,35.052216,23.5,28.190001
1/27/2012,35.165539,23.6,28.26
1/30/2012,34.930168,23.370001,28.07
1/31/2012,34.799416,23.42,28.110001
2/1/2012,34.991196,23.66,28.360001
2/2/2012,35.243992,23.67,28.459999
2/3/2012,35.73217,24.02,28.780001
2/6/2012,35.97625,23.870001,28.610001
2/7/2012,36.063419,23.860001,28.5
2/8/2012,35.941376,23.9,28.51
2/9/2012,35.967529,23.879999,28.440001
2/10/2012,35.531666,23.27,28
2/13/2012,35.706013,23.65,28.139999
2/14/2012,35.688576,23.33,28.030001
2/15/2012,35.688576,23.26,28.09
2/16/2012,36.290066,23.370001,28.48
2/17/2012,36.307499,23.190001,28.379999
2/21/2012,36.656193,23.52,28.75
2/22/2012,36.760803,23.48,28.870001
2/23/2012,37.065907,23.719999,29
2/24/2012,37.083347,23.76,28.9
2/27/2012,36.917713,23.799999,28.85
2/28/2012,36.952576,23.809999,29.1
2/29/2012,36.420834,23.75,29.02
3/1/2012,36.847977,23.9,29.32
3/2/2012,36.342373,23.719999,29.049999
3/5/2012,35.889072,23.51,28.629999
3/6/2012,35.156818,22.74,27.91
3/7/2012,35.444489,22.870001,27.99
3/8/2012,35.828053,23.200001,28.48
3/9/2012,35.889072,23.15,28.59
3/12/2012,35.461933,22.959999,28.34
3/13/2012,35.897793,23.450001,28.790001
3/14/2012,35.33989,23.18,28.32
3/15/2012,35.479362,23.48,28.530001
3/16/2012,35.889072,23.620001,28.719999
3/19/2012,36.089573,23.73,28.76
3/20/2012,35.531666,23.219999,28.530001
3/21/2012,35.243992,23.110001,28.549999
3/22/2012,34.415863,22.879999,28.110001
3/23/2012,34.851719,23.200001,28.370001
3/26/2012,35.125145,23.559999,28.870001
3/27/2012,34.758259,23.35,28.629999
3/28/2012,34.216652,23.379999,28.360001
3/29/2012,34.155499,23.389999,28.299999
3/30/2012,34.435032,23.51,28.34
4/2/2012,34.836872,23.629999,28.799999
4/3/2012,34.487453,23.26,28.370001
4/4/2012,33.849773,22.98,27.870001
4/5/2012,33.596439,23.120001,27.709999
